jMRUI Data Textfile

Filename: Export_to_jmrui.txt

PointsInDataset: 2048
DatasetsInFile: 1
SamplingInterval: 0.250000
ZeroOrderPhase: 0E0
BeginTime: 0E0
TransmitterFrequency: 1.2326E8
MagneticField: 2.8936E0
TypeOfNucleus:  
NameOfPatient:  
DateOfExperiment:  
Spectrometer:  
AdditionalInfo: 
SignalNames:  


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
2.9353E-06	-1.0024E-06	-4.2420E-07	2.5938E-06
2.1595E-06	-2.2799E-06	1.9399E-06	1.0960E-06
9.0930E-07	-3.0108E-06	4.7515E-07	1.0289E-06
-6.1867E-07	-2.6633E-06	2.2482E-06	1.1536E-06
-1.5608E-06	-1.7637E-06	6.5188E-07	-3.7778E-07
-1.8743E-06	-6.7233E-07	8.2630E-07	1.7931E-06
-1.6731E-06	4.1686E-07	1.9150E-06	1.5570E-07
-8.6684E-07	9.1530E-07	-9.0913E-08	8.4259E-07
-6.4207E-08	9.5743E-07	1.6465E-06	2.4449E-06
6.2853E-07	4.7748E-07	2.7357E-06	9.7278E-07
7.7698E-07	1.7007E-08	2.2564E-06	8.9796E-08
7.1064E-07	-5.0946E-07	1.2962E-06	-1.8663E-07
1.4999E-07	-7.6436E-07	8.2080E-07	6.9895E-07
-2.7199E-07	-7.8786E-07	1.1108E-06	1.1965E-06
-6.6612E-07	-4.4698E-07	1.7488E-06	1.7654E-06
-6.3383E-07	-2.2427E-07	2.7353E-06	1.0146E-06
-6.5186E-07	9.1885E-09	2.0626E-06	4.4277E-07
-4.3410E-07	6.0443E-08	2.4339E-06	8.8292E-07
-3.4760E-07	1.1446E-07	2.4250E-06	-2.5645E-07
-3.1721E-07	1.2746E-07	1.2715E-06	5.0021E-07
-3.0531E-07	2.2689E-07	2.6876E-06	8.8842E-07
-3.2056E-07	2.9283E-07	2.1043E-06	-4.7355E-07
-3.4575E-07	4.6422E-07	1.5121E-06	6.9430E-07
