jMRUI Data Textfile

Filename: Export_to_jmrui.txt

PointsInDataset: 2048
DatasetsInFile: 1
SamplingInterval: 0.250000
ZeroOrderPhase: 0E0
BeginTime: 0E0
TransmitterFrequency: 1.2326E8
MagneticField: 2.8936E0
TypeOfNucleus:  
NameOfPatient:  
DateOfExperiment:  
Spectrometer:  
AdditionalInfo: 
SignalNames:  


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
2.6078E-06	8.7830E-07	-1.6209E-06	1.6738E-07
3.7904E-06	-2.2244E-07	-1.1413E-06	1.3115E-06
2.2832E-06	-1.5608E-06	-1.1085E-06	1.8517E-07
1.1574E-06	-2.1271E-06	-1.4604E-06	9.2406E-07
-6.9515E-07	-2.1471E-06	-1.3801E-06	1.1827E-06
-1.6018E-06	-1.3357E-06	-9.0657E-08	1.4480E-06
-2.1668E-06	-4.4808E-07	-5.7789E-07	-2.7863E-07
-1.7791E-06	4.5527E-07	-1.6741E-06	4.9597E-07
-1.1473E-06	8.9997E-07	-1.8567E-06	1.3171E-06
-1.6807E-07	9.4518E-07	-5.4709E-07	2.3347E-06
3.2614E-07	5.4219E-07	3.1910E-07	9.9843E-07
5.3748E-07	1.7005E-09	-3.6064E-07	3.5102E-07
2.0157E-07	-4.2772E-07	-1.2075E-06	9.9209E-07
-1.0462E-07	-4.8432E-07	1.9659E-07	1.5370E-06
-4.7729E-07	-4.2988E-07	-2.3771E-07	1.1333E-07
-6.6157E-07	-1.9577E-07	-3.8534E-07	8.6909E-07
-6.8353E-07	1.4933E-08	-4.5525E-07	-8.2120E-08
-5.0154E-07	7.1403E-08	-1.2658E-06	6.1380E-07
-4.8017E-07	4.1600E-08	-1.0258E-06	7.5824E-07
-5.2693E-07	4.0068E-08	-1.3394E-06	1.1973E-06
-7.7036E-07	7.5469E-08	-7.2474E-07	2.0360E-06
-8.2061E-07	2.9317E-07	5.3442E-07	1.2528E-06
-7.7822E-07	4.9705E-07	-4.5922E-07	6.2185E-07
-5.7315E-07	6.6795E-07	2.3130E-07	8.6067E-07
-3.4653E-07	7.1636E-07	-1.1452E-06	1.1742E-07
1.2794E-08	6.5492E-07	-3.4162E-08	2.0759E-06
2.0707E-07	4.6724E-07	5.9665E-07	-7.5528E-07
2.8156E-07	2.2470E-07	-1.9151E-06	1.3223E-07
7.1061E-08	4.3936E-08	-1.0322E-06	9.7621E-07
-1.5161E-07	-1.7789E-08	-1.5023E-06	9.6220E-07
-4.0245E-07	2.0304E-07	-1.1608E-06	2.0264E-06
-4.8823E-07	4.7178E-07	1.4576E-07	1.7258E-06
-3.8821E-07	7.1005E-07	-2.8574E-07	7.5489E-07
-1.7182E-07	8.1159E-07	-3.5223E-07	9.3483E-07
9.1411E-08	7.5344E-07	-1.2192E-06	5.8798E-07
2.6951E-07	6.2181E-07	-9.1496E-07	2.1638E-06
3.5427E-07	4.5531E-07	3.3051E-08	1.2273E-06
3.9839E-07	3.7763E-07	-5.5492E-07	1.2586E-06
3.4968E-07	2.6985E-07	-5.5732E-07	1.3851E-06
3.1855E-07	2.3403E-07	1.2429E-07	1.9019E-06
3.0535E-07	2.6312E-07	3.6264E-07	3.0636E-07
4.1568E-07	1.9740E-07	-1.2607E-06	8.2016E-07
3.7398E-07	6.1431E-08	-6.6325E-07	1.9190E-06
4.2698E-07	-1.0469E-07	4.3459E-07	1.6789E-06
3.2458E-07	-2.3564E-07	-1.8770E-08	3.6217E-07
1.4674E-07	-2.6862E-07	-7.0339E-07	1.2949E-06
4.5659E-09	-1.6400E-07	-1.5457E-07	7.9151E-07
-6.0302E-08	-2.1114E-08	-1.0690E-06	1.2836E-06
-7.0444E-08	1.1461E-07	-2.0402E-07	1.5930E-06
6.2606E-08	1.9481E-07	-5.0363E-07	1.3139E-06
1.5681E-07	1.8660E-07	-2.4463E-07	1.7031E-06
2.7798E-07	9.8246E-08	8.9762E-08	1.5332E-06
2.6103E-07	-1.6438E-08	2.8845E-07	1.2404E-06
1.2132E-07	-1.2247E-07	2.2192E-07	6.4790E-07
-1.2744E-09	-1.0828E-07	-7.5676E-07	5.5439E-07
-8.6111E-08	-4.5613E-08	-5.5583E-07	1.4384E-06
-1.5832E-07	5.4435E-08	-6.2476E-07	8.8485E-07
-8.1605E-08	1.5709E-07	-9.2334E-07	2.0694E-06
8.6466E-09	2.4536E-07	5.1271E-07	1.7232E-06
1.7810E-07	2.3224E-07	-1.7390E-07	8.6351E-07
2.6152E-07	1.4909E-07	-3.1949E-07	1.5401E-06
2.9896E-07	-3.7353E-08	2.6294E-07	9.7368E-07
1.8748E-07	-1.2646E-07	-1.0204E-06	8.4536E-07
3.3684E-08	-1.2537E-07	-2.0455E-07	2.1535E-06
-6.9041E-08	-2.2977E-08	4.2449E-08	8.0633E-07
-1.1177E-07	1.2160E-07	-6.4418E-07	1.6227E-06
-1.3492E-07	2.2021E-07	6.4530E-08	1.2429E-06
-2.1805E-08	2.5809E-07	-5.5125E-07	1.1674E-06
4.5354E-08	2.5573E-07	-8.3266E-07	1.4140E-06
1.6723E-07	1.8484E-07	-5.6207E-07	2.5062E-06
1.8780E-07	9.6179E-08	6.9256E-07	1.9582E-06
1.5174E-07	2.5406E-08	4.4560E-07	1.1843E-06
3.5059E-08	3.2490E-08	-2.3011E-07	7.5822E-07
2.6938E-09	8.1615E-08	-9.3230E-07	1.7482E-06
2.3539E-08	1.5609E-07	1.1580E-08	2.5920E-06
7.4838E-08	2.5032E-07	1.4261E-06	1.8855E-06
1.8723E-07	2.3987E-07	5.0956E-07	2.5340E-07
2.1401E-07	1.7047E-07	-3.3024E-08	1.2243E-06
2.2084E-07	3.5488E-08	-4.6427E-08	4.3302E-07
1.6181E-07	4.0152E-08	-6.8970E-07	1.4695E-06
5.6841E-08	8.0547E-08	-1.9993E-07	1.1215E-06
4.6799E-08	1.6866E-07	-3.3596E-07	1.9185E-06
6.9481E-08	1.7322E-07	2.0794E-07	8.4731E-07
1.3831E-07	2.0245E-07	-8.4404E-07	1.9333E-06
1.8604E-07	1.5540E-07	7.2942E-07	1.4600E-06
2.1671E-07	1.0521E-07	-5.1166E-07	1.2274E-06
2.7931E-07	9.8021E-08	2.7429E-07	1.5299E-06
3.3925E-07	-3.8616E-08	-3.1980E-07	1.2772E-06
2.2189E-07	-1.7503E-07	1.5351E-07	1.5777E-06
1.2303E-07	-2.0502E-07	9.2972E-08	1.1751E-06
-2.4899E-08	-1.6029E-07	-3.8484E-07	9.6834E-07
-6.8735E-08	-1.0442E-08	-3.7960E-07	2.0125E-06
-4.1428E-08	1.2462E-07	4.1310E-07	1.0599E-06
6.6817E-08	2.4019E-07	-5.5405E-07	1.4507E-06
1.9732E-07	1.7585E-07	-1.9588E-08	1.1001E-06
2.6645E-07	5.0053E-08	-8.0349E-07	1.9416E-06
2.6012E-07	-9.3194E-09	4.9456E-07	1.1860E-06
2.4485E-07	-9.2473E-08	-1.4951E-06	1.6046E-06
1.5837E-07	-1.6120E-07	3.7361E-07	2.5972E-06
6.8066E-08	-2.0563E-07	-2.2711E-07	1.7246E-06
-3.7042E-08	-1.9165E-07	6.9205E-07	2.3500E-06
-9.5479E-08	-1.1964E-07	6.6406E-07	1.2241E-06
-8.7187E-08	-3.9269E-08	1.1446E-07	9.5597E-07
-8.3224E-08	7.2205E-09	-3.8959E-07	1.8099E-06
-3.1605E-08	-2.3442E-08	5.3246E-07	1.1343E-06
