jMRUI Data Textfile

Filename: Export_to_jmrui.txt

PointsInDataset: 2048
DatasetsInFile: 1
SamplingInterval: 0.250000
ZeroOrderPhase: 0E0
BeginTime: 0E0
TransmitterFrequency: 1.2326E8
MagneticField: 2.8936E0
TypeOfNucleus:  
NameOfPatient:  
DateOfExperiment:  
Spectrometer:  
AdditionalInfo: 
SignalNames:  


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
1.4626E-06	9.8531E-07	-1.1157E-06	7.2448E-07
1.2203E-06	4.1260E-07	3.8474E-07	1.4442E-06
7.7311E-07	-1.2668E-07	3.4131E-07	2.5959E-07
5.3205E-07	-3.0201E-07	-8.7171E-08	-4.9851E-08
-7.4376E-08	-4.6840E-07	-1.6089E-06	7.4616E-07
-3.9924E-07	-3.1045E-07	3.3055E-07	2.3603E-06
-5.8092E-07	-1.4686E-07	4.0796E-07	4.2400E-07
-4.0219E-07	1.1716E-07	2.7766E-08	1.6902E-06
-2.3174E-07	1.8503E-07	1.1391E-06	6.9640E-07
8.4521E-08	1.2865E-07	8.1153E-08	3.6285E-07
1.7080E-07	8.9952E-09	3.8380E-08	1.0284E-06
2.0108E-07	-1.5118E-07	7.6079E-07	9.1637E-07
6.8149E-09	-3.1461E-07	1.2890E-07	1.5177E-07
-1.5605E-07	-3.1688E-07	-1.8671E-07	9.7467E-07
-3.1804E-07	-2.0563E-07	-1.3250E-07	1.0006E-06
-2.9780E-07	-1.3655E-08	2.9292E-07	1.8978E-06
-2.6130E-07	7.7396E-08	1.3025E-06	1.0252E-06
-1.1664E-07	6.9690E-08	5.4229E-07	4.9564E-07
-3.9598E-08	-4.9771E-08	3.2205E-07	1.0592E-06
-5.1416E-08	-1.4446E-07	1.0121E-06	1.1160E-06
-2.1108E-07	-1.7863E-07	7.7283E-07	6.3811E-07
-2.9562E-07	-1.5420E-07	1.3003E-06	9.2457E-07
-3.7715E-07	-1.1636E-07	1.1096E-06	-4.7566E-07
-3.7812E-07	2.4311E-08	-8.4178E-08	4.3330E-08
-2.5784E-07	1.3878E-07	6.2674E-08	5.6440E-07
-8.2043E-08	1.4767E-07	5.3228E-07	8.1676E-07
-4.0541E-08	1.8658E-07	4.7028E-07	2.6636E-10
1.3312E-08	-2.9772E-09	-2.8868E-07	4.8667E-07
-4.0074E-08	-1.0045E-07	-8.8019E-08	1.1004E-06
-9.6660E-08	-1.2489E-07	1.0220E-06	1.2069E-06
-2.1819E-07	-8.8217E-08	3.6393E-07	-3.6899E-07
-2.8464E-07	3.8318E-08	-3.9159E-07	1.3497E-06
-2.3636E-07	1.6285E-07	8.6499E-07	5.9805E-07
-1.1830E-07	2.0025E-07	-3.4087E-08	1.1549E-06
-4.2171E-08	2.4790E-07	1.3732E-06	4.9674E-07
4.4148E-08	1.6670E-07	-4.0843E-07	3.0544E-07
7.1849E-08	6.8476E-08	9.6850E-07	1.2964E-06
1.0424E-07	7.4935E-09	5.9683E-07	-1.6459E-07
5.7768E-08	4.9789E-09	-1.5946E-07	2.0476E-07
6.2449E-08	-4.6668E-08	-6.9513E-07	1.2010E-06
2.8322E-08	9.2156E-09	1.2550E-06	1.6152E-06
1.1241E-07	5.3235E-08	2.8617E-07	-1.4594E-07
1.3779E-07	1.9504E-09	3.2512E-07	1.6613E-06
1.6403E-07	-8.4970E-08	1.3840E-06	3.4478E-08
9.8059E-08	-1.1287E-07	-2.2037E-08	1.2951E-07
1.0568E-07	-1.7950E-07	1.5286E-07	1.9380E-07
2.0402E-09	-2.1607E-07	-5.5798E-07	7.3149E-07
-5.3387E-08	-1.3945E-07	2.9930E-07	1.3564E-06
-5.9987E-08	-8.5356E-08	1.0217E-06	6.3186E-07
