jMRUI Data Textfile

Filename: Export_to_jmrui.txt

PointsInDataset: 2048
DatasetsInFile: 1
SamplingInterval: 0.250000
ZeroOrderPhase: 0E0
BeginTime: 0E0
TransmitterFrequency: 1.2326E8
MagneticField: 2.8936E0
TypeOfNucleus:  
NameOfPatient:  
DateOfExperiment:  
Spectrometer:  
AdditionalInfo: 
SignalNames:  


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
5.8381E-07	-1.5086E-07	6.8171E-07	7.1966E-07
8.3643E-07	-3.7284E-07	3.1315E-07	-3.2381E-07
5.6159E-07	-5.7763E-07	-8.0176E-08	-5.1407E-07
2.4629E-07	-6.7715E-07	-5.9121E-07	-3.1764E-07
-1.9615E-08	-5.4017E-07	-7.8350E-07	-3.6696E-08
-1.9557E-07	-2.9856E-07	-8.4934E-07	6.3870E-07
-2.2513E-07	-1.1203E-07	-9.0413E-08	9.5474E-07
-1.1991E-07	3.7746E-08	3.7569E-07	1.8415E-07
4.5423E-08	4.4114E-08	-9.3792E-07	-1.1941E-08
2.1418E-07	-4.0661E-08	-3.4365E-07	1.9283E-06
2.7125E-07	-1.1675E-07	1.4150E-06	7.8024E-07
2.1268E-07	-2.4452E-07	6.0986E-07	-2.4362E-07
1.2945E-07	-2.7363E-07	-1.0891E-07	-9.4966E-08
1.4092E-08	-2.9952E-07	-4.5078E-08	7.3497E-07
-8.4137E-08	-2.3065E-07	4.9387E-07	5.8073E-07
-1.1907E-07	-9.3836E-08	1.0088E-06	6.1461E-07
-1.0422E-07	8.0685E-09	9.3766E-07	-8.6094E-07
-6.4936E-08	-8.7062E-10	-4.0411E-07	-1.2383E-07
8.6929E-09	-6.4164E-09	2.8017E-07	8.4852E-08
4.7055E-08	-6.2249E-08	6.0209E-08	3.9531E-07
-1.0476E-08	-8.9081E-08	8.6183E-07	-3.1680E-07
-6.0436E-08	-8.4856E-08	-6.7636E-07	-3.1043E-07
-1.4478E-07	-5.8289E-08	2.1012E-07	6.8588E-07
-9.7871E-08	-2.6237E-08	1.1969E-07	1.4373E-07
-7.7144E-08	-8.7914E-09	5.0976E-07	4.6498E-07
8.3312E-09	3.1112E-08	3.8467E-07	-7.8439E-08
1.9567E-08	2.4355E-08	3.4397E-07	6.2825E-08
5.8102E-08	-1.5622E-08	3.6345E-08	1.7160E-07
3.2300E-08	-5.5063E-08	1.0421E-06	3.7631E-07
2.0978E-09	-4.5426E-08	2.4639E-07	-1.2780E-06
-7.3855E-08	-8.0971E-09	-9.8458E-07	5.0984E-07
-7.2778E-08	4.8559E-08	7.9267E-07	6.4502E-07
-7.7298E-08	1.2544E-07	1.2439E-07	-8.8400E-08
5.0014E-10	1.0356E-07	6.3545E-07	5.3673E-07
5.1834E-08	1.2237E-07	5.6929E-07	-4.5934E-07
9.8502E-08	7.7916E-08	1.3118E-07	1.9718E-07
1.1811E-07	3.3741E-08	6.7675E-07	-2.1029E-07
8.4291E-08	-9.5684E-10	1.4934E-07	-2.7677E-07
1.0615E-07	1.6836E-08	-1.9975E-08	-2.4052E-07
5.3903E-08	1.8002E-08	1.5459E-07	7.4449E-07
8.3383E-08	-1.8987E-08	1.5148E-06	-7.3843E-07
1.2714E-07	6.3434E-09	-1.1996E-06	-1.2147E-06
1.0698E-07	3.1337E-09	-4.8929E-07	1.1536E-06
1.1331E-07	-6.2387E-08	2.6705E-07	5.2085E-07
1.1396E-07	-1.2142E-07	9.1735E-07	9.6780E-07
1.0825E-07	-1.1153E-07	1.3226E-06	-5.5747E-07
4.2746E-09	-1.3427E-07	2.1130E-07	-3.6764E-07
-1.5116E-08	-6.0381E-08	7.7440E-07	-2.8848E-08
-4.8258E-08	-1.0052E-08	1.1559E-06	-8.7752E-07
2.7995E-08	-2.2208E-09	-1.3446E-07	-1.8476E-06
1.5459E-08	7.7458E-09	-1.1054E-06	-4.3189E-07
9.1557E-08	2.1314E-08	-3.6582E-07	-3.5229E-07
7.4899E-08	-3.5540E-08	-1.2547E-06	-1.3730E-07
