jMRUI Data Textfile

Filename: Export_to_jmrui.txt

PointsInDataset: 2048
DatasetsInFile: 1
SamplingInterval: 0.250000
ZeroOrderPhase: 0E0
BeginTime: 0E0
TransmitterFrequency: 1.2326E8
MagneticField: 2.8936E0
TypeOfNucleus:  
NameOfPatient:  
DateOfExperiment:  
Spectrometer:  
AdditionalInfo: 
SignalNames:  


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
3.4755E-06	2.7961E-06	-2.0929E-06	2.1458E-06
4.6974E-06	5.4044E-07	-6.3330E-07	2.2083E-06
3.4123E-06	-1.9016E-06	-1.7740E-06	1.7577E-06
2.4217E-06	-3.1079E-06	-1.1102E-06	3.5005E-06
3.1231E-07	-3.5367E-06	-2.1197E-07	3.0159E-06
-1.2047E-06	-2.7300E-06	9.6672E-07	3.3317E-06
-2.2239E-06	-1.3913E-06	1.1878E-06	5.7371E-07
-2.0238E-06	1.7453E-08	-1.2938E-06	1.5387E-06
-1.3448E-06	8.6349E-07	6.9233E-08	2.1478E-06
-2.6606E-07	1.1459E-06	-6.4714E-07	1.7866E-06
5.6860E-07	7.8903E-07	-3.5930E-07	2.0717E-06
1.0591E-06	3.3259E-07	-9.0511E-07	2.9050E-06
1.0196E-06	-3.2788E-07	1.5322E-06	2.8972E-06
6.9056E-07	-8.1178E-07	1.3825E-07	5.5919E-07
1.3534E-07	-9.4664E-07	-5.2409E-07	2.2452E-06
-2.0939E-07	-9.8879E-07	1.7856E-07	1.6831E-06
-5.9090E-07	-8.1852E-07	-4.0092E-07	1.5472E-06
-6.5104E-07	-5.5302E-07	-9.4080E-07	2.1671E-06
-8.2429E-07	-3.6209E-07	3.5588E-07	2.5851E-06
-7.7074E-07	-5.5395E-08	-5.5495E-07	1.1599E-06
-7.8097E-07	1.3016E-07	-9.0749E-07	2.8276E-06
-6.4026E-07	4.0255E-07	-5.3821E-07	2.4417E-06
-5.3879E-07	6.2429E-07	1.7423E-07	3.8574E-06
-2.6695E-07	6.3298E-07	1.2912E-06	1.3524E-06
3.8667E-08	5.4688E-07	-1.3638E-06	2.3565E-06
3.2912E-07	3.1519E-07	9.3251E-07	3.3511E-06
3.7916E-07	6.2570E-08	4.3870E-07	1.7513E-06
2.5597E-07	-2.6829E-07	3.6764E-08	2.5382E-06
-4.7702E-08	-3.5028E-07	8.7178E-07	2.5004E-06
-4.2169E-07	-2.9548E-07	4.8869E-07	1.3261E-06
-6.9144E-07	1.1971E-09	-1.8251E-07	2.5013E-06
-6.8253E-07	3.6818E-07	1.0115E-06	1.2547E-06
-5.0437E-07	7.0910E-07	-1.8166E-06	1.7812E-06
-1.4517E-07	8.7281E-07	6.5126E-07	3.9329E-06
1.9209E-07	7.8760E-07	6.6056E-07	1.5964E-06
5.3324E-07	6.3282E-07	3.7484E-07	2.7459E-06
6.4343E-07	3.4490E-07	9.7160E-07	1.3165E-06
6.0961E-07	4.9319E-08	-7.0678E-07	1.5145E-06
4.6968E-07	-1.0828E-07	-4.1424E-07	2.9239E-06
3.5050E-07	-1.4423E-07	8.8898E-07	2.4784E-06
1.6938E-07	-1.1081E-07	-2.2777E-07	1.9244E-06
1.0812E-07	-5.4531E-08	9.4910E-07	3.1387E-06
6.9149E-08	-1.5270E-07	8.9930E-07	7.6322E-07
1.2962E-07	-2.1088E-07	-7.8684E-07	2.2634E-06
3.3747E-08	-2.2215E-07	8.1814E-07	2.3882E-06
2.0538E-08	-2.8703E-07	4.6052E-07	1.6446E-06
-9.1011E-08	-2.6082E-07	1.2373E-07	1.4288E-06
-6.4173E-08	-1.0443E-07	-6.1224E-08	1.8377E-06
-4.2572E-08	-6.5959E-08	-3.0312E-07	1.0575E-06
4.3064E-08	4.7066E-08	-1.3102E-06	2.7206E-06
1.2875E-07	-4.9490E-08	1.0080E-06	2.2310E-06
1.3818E-07	-1.1758E-07	-1.3587E-06	8.8583E-07
7.5605E-08	-2.0638E-07	-1.0975E-06	3.7484E-06
-7.9424E-10	-2.9156E-07	9.2114E-07	2.4951E-06
-1.9027E-07	-2.3483E-07	-6.7286E-07	1.5357E-06
-2.7653E-07	-1.4121E-07	-7.1724E-07	3.1838E-06
-2.5840E-07	3.3687E-08	4.6108E-07	2.1945E-06
-1.4358E-07	1.8940E-07	-1.3402E-06	2.0770E-06
-3.7321E-08	2.2042E-07	-6.4701E-07	3.8402E-06
