jMRUI Data Textfile

Filename: Export_to_jmrui.txt

PointsInDataset: 2048
DatasetsInFile: 1
SamplingInterval: 0.250000
ZeroOrderPhase: 0E0
BeginTime: 0E0
TransmitterFrequency: 1.2326E8
MagneticField: 2.8936E0
TypeOfNucleus:  
NameOfPatient:  
DateOfExperiment:  
Spectrometer:  
AdditionalInfo: 
SignalNames:  


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
1.5196E-06	1.8142E-07	2.3985E-07	8.3731E-08
9.4266E-07	-1.4321E-07	3.6628E-07	4.0074E-07
5.9721E-07	-3.7389E-07	5.1015E-07	2.0881E-07
3.8400E-07	-4.0615E-07	1.9814E-07	3.9724E-07
4.8303E-08	-3.9064E-07	4.9563E-07	7.2732E-07
-1.0062E-07	-2.3434E-07	6.3655E-07	6.4782E-07
-1.8099E-07	-1.2346E-07	7.9535E-07	7.7962E-07
-7.5330E-08	1.8801E-08	1.0460E-06	6.3395E-07
6.6585E-08	3.9461E-08	1.0371E-06	4.9400E-07
1.9855E-07	-1.7485E-08	1.0658E-06	5.4166E-07
1.9693E-07	-1.7812E-07	1.3494E-06	4.9400E-07
2.1137E-07	-2.9969E-07	1.4360E-06	6.5555E-08
9.4633E-08	-2.9378E-07	1.1710E-06	-1.3368E-07
-7.1645E-08	-2.0238E-07	1.0074E-06	-2.2656E-07
-1.6850E-07	-1.0682E-07	6.5887E-07	-2.0800E-07
-1.3949E-07	-4.9446E-09	5.1762E-07	1.3186E-07
-9.2300E-08	6.1507E-08	6.7812E-07	4.2062E-07
3.4476E-08	5.6740E-08	1.0893E-06	4.1043E-07
7.6866E-08	-1.2670E-08	1.1082E-06	-5.5607E-09
4.2203E-08	-1.4393E-07	8.9383E-07	1.3846E-09
-2.0768E-08	-1.5604E-07	8.8791E-07	-1.0250E-07
-1.3779E-07	-1.0841E-07	5.9868E-07	-5.5065E-08
-2.1796E-07	-6.6069E-08	6.3008E-07	1.2860E-07
-1.8847E-07	-1.9869E-08	5.3460E-07	1.9875E-07
-1.6017E-07	9.7646E-08	7.0035E-07	4.7394E-07
-6.0044E-08	1.7594E-07	9.1560E-07	3.4236E-07
5.9939E-08	7.9200E-08	9.7105E-07	2.9976E-07
1.2290E-07	-1.2002E-08	9.7525E-07	1.6109E-08
8.3583E-08	-6.9507E-08	5.6755E-07	1.7250E-07
-1.3743E-08	-8.8545E-08	9.2442E-07	5.5525E-07
-7.9604E-08	2.9585E-08	1.2120E-06	1.8809E-07
-1.5340E-07	1.9572E-08	1.0616E-06	-2.7823E-08
-1.6499E-07	8.4520E-08	8.7774E-07	-1.4000E-07
-1.0227E-07	1.4027E-07	6.2845E-07	3.0997E-08
2.7172E-09	2.2009E-07	8.2481E-07	3.0750E-07
9.9210E-08	1.8081E-07	1.1267E-06	3.1434E-08
1.1334E-07	1.0031E-07	7.8411E-07	-2.9981E-07
1.1863E-07	4.5807E-08	5.1087E-07	1.2645E-08
7.5704E-08	1.0613E-09	7.3962E-07	1.3365E-07
6.6542E-08	2.0028E-08	7.5372E-07	-8.6000E-08
2.2029E-08	5.2141E-08	4.5396E-07	-1.5508E-07
3.5984E-08	5.4547E-08	2.4193E-07	1.8229E-07
