jMRUI Data Textfile

Filename: Export_to_jmrui.txt

PointsInDataset: 2048
DatasetsInFile: 1
SamplingInterval: 0.250000
ZeroOrderPhase: 0E0
BeginTime: 0E0
TransmitterFrequency: 1.2326E8
MagneticField: 2.8936E0
TypeOfNucleus:  
NameOfPatient:  
DateOfExperiment:  
Spectrometer:  
AdditionalInfo: 
SignalNames:  


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
3.3887E-06	9.4984E-09	-1.0224E-06	-1.2271E-06
3.1113E-06	-8.2671E-07	-1.7012E-06	2.4445E-07
1.7269E-06	-1.6816E-06	-2.4201E-07	6.8139E-07
8.5697E-07	-1.8173E-06	-4.5927E-07	-1.1293E-07
-4.8952E-07	-1.5650E-06	-8.6357E-07	7.2094E-07
-9.6850E-07	-8.2725E-07	2.0204E-07	9.4146E-07
-1.2356E-06	-1.5645E-07	-1.9664E-07	-6.3935E-08
-7.2395E-07	3.7702E-07	-1.0196E-06	1.4334E-06
-2.5938E-07	5.1011E-07	1.2824E-06	1.7504E-06
3.0441E-07	2.6827E-07	5.3848E-07	-1.6670E-07
4.3072E-07	-7.5832E-08	4.6988E-07	1.6365E-06
3.3430E-07	-3.4550E-07	2.1669E-06	-7.2613E-07
-4.1517E-08	-4.9500E-07	-1.3865E-06	-9.0925E-07
-3.0521E-07	-3.3423E-07	-9.4161E-08	1.4659E-06
-6.2348E-07	-5.0421E-08	-1.0116E-07	2.0791E-07
-5.2594E-07	2.1649E-07	-3.5197E-07	1.4258E-06
-4.4655E-07	4.1559E-07	2.6007E-07	1.4399E-06
-2.2115E-07	4.3166E-07	1.1434E-06	1.5714E-06
-1.3407E-07	3.5044E-07	8.8825E-07	1.1622E-07
-1.3031E-07	2.1603E-07	-1.0669E-07	9.9999E-07
-3.4646E-07	1.8608E-07	4.5988E-07	1.5040E-06
-4.6768E-07	2.6544E-07	1.2476E-06	1.6593E-06
-5.7220E-07	4.0201E-07	1.4173E-06	6.1534E-07
-4.6927E-07	6.3571E-07	1.0550E-06	8.5868E-07
-3.5076E-07	7.0300E-07	1.1380E-06	1.9998E-07
-1.2875E-08	7.5861E-07	2.4637E-07	8.0884E-07
1.4891E-07	6.0701E-07	1.2656E-06	1.0863E-06
2.2303E-07	4.9834E-07	7.5480E-07	1.6885E-07
1.5122E-07	3.9498E-07	1.7022E-07	1.2044E-06
-3.3043E-09	3.0946E-07	1.0686E-06	1.2911E-06
-1.8533E-07	3.6909E-07	6.8684E-07	1.6101E-06
-2.9422E-07	6.2122E-07	2.7085E-06	1.8569E-06
-2.2677E-07	8.0364E-07	2.2818E-06	-8.2152E-07
-3.3378E-09	8.7361E-07	4.2278E-07	-1.6597E-07
1.7717E-07	8.5921E-07	5.9643E-07	7.8223E-07
4.2182E-07	7.8108E-07	1.4836E-06	6.8970E-07
4.8785E-07	6.2614E-07	5.9943E-07	-6.1842E-09
5.4157E-07	4.8188E-07	1.1724E-06	1.1907E-06
5.1363E-07	3.5670E-07	1.2192E-06	-8.2727E-07
5.1790E-07	2.6057E-07	-1.2832E-06	5.0734E-07
3.9859E-07	2.6421E-07	1.6304E-07	3.0036E-06
3.9854E-07	2.0005E-07	2.7923E-06	2.2029E-06
3.9734E-07	1.2268E-07	2.3015E-06	1.6452E-07
4.0326E-07	6.6321E-08	2.1578E-06	2.4157E-07
3.4330E-07	-1.4306E-08	1.1335E-06	-1.2687E-06
2.6204E-07	-1.1118E-08	-3.3712E-07	3.9783E-07
1.8861E-07	-9.2419E-08	6.0680E-07	1.3525E-06
1.7918E-07	-1.3951E-08	2.2454E-06	8.3848E-07
8.2504E-08	3.1759E-09	1.7412E-07	-1.4369E-06
1.7086E-07	5.2797E-08	-4.2412E-07	2.3337E-06
1.8045E-07	6.8284E-09	2.0452E-06	-2.8488E-08
2.1509E-07	9.2827E-09	-1.2080E-06	1.1825E-06
2.2038E-07	-9.1352E-08	2.2738E-06	2.5503E-06
8.8398E-08	-1.8987E-08	1.6540E-06	-2.1370E-07
1.5351E-08	-5.5767E-08	5.1973E-07	7.0366E-07
-6.0996E-08	-1.6895E-08	9.9353E-07	1.1223E-06
-6.7050E-08	2.1028E-09	1.2087E-06	8.2758E-07
-6.7467E-09	8.3510E-08	1.2178E-06	6.8107E-07
7.1928E-08	7.1044E-08	4.6318E-07	3.1484E-07
1.3298E-07	8.6115E-08	6.6719E-07	1.7475E-06
1.3342E-07	3.9321E-08	1.2362E-06	3.5746E-07
1.8262E-07	-8.9472E-08	-3.1088E-07	1.7168E-06
1.0966E-07	-1.0912E-07	1.4842E-06	2.3250E-06
-9.2334E-09	-1.7833E-07	1.9287E-06	2.1421E-06
-1.4622E-07	-1.6410E-07	2.8270E-06	6.0455E-07
-1.8071E-07	-8.1264E-08	8.5052E-07	7.3354E-07
-1.7663E-07	4.6247E-08	2.3328E-06	1.4933E-06
-2.1798E-07	1.5837E-07	1.7392E-06	2.3568E-07
-2.0419E-07	1.2597E-07	1.5065E-06	1.1422E-06
-1.1059E-07	1.3705E-07	2.6261E-06	8.4475E-07
-2.7583E-08	1.5688E-07	1.7789E-06	-9.4915E-07
-7.3007E-09	1.6701E-07	2.0869E-07	9.3916E-07
-2.3666E-08	1.3029E-07	2.2865E-06	8.9541E-07
-1.7003E-08	6.9123E-08	1.3799E-06	2.4663E-07
6.6119E-09	4.8838E-08	1.8305E-06	-2.2430E-07
3.6770E-08	2.1323E-08	-1.9580E-07	5.0138E-07
-1.7596E-08	-5.5325E-09	2.6862E-06	1.5475E-06
-3.4249E-09	-7.8983E-08	9.7271E-07	-1.8937E-06
-4.7491E-08	-1.0724E-07	-1.4645E-06	1.4786E-06
-1.1377E-07	-8.8403E-08	1.6264E-06	3.3897E-06
-1.7477E-07	-6.0816E-08	3.9938E-06	1.1154E-06
-2.1762E-07	2.3068E-08	2.4517E-06	-1.3357E-06
-1.6573E-07	1.1356E-07	7.0356E-07	-1.1023E-06
-5.9273E-08	1.6897E-07	-6.1761E-07	3.2977E-07
6.6824E-08	8.2725E-08	1.3298E-06	1.8613E-06
1.3299E-07	-1.5329E-08	1.2812E-06	-2.2490E-07
1.5595E-07	-1.8719E-07	3.4901E-07	1.5938E-06
