jMRUI Data Textfile

Filename: Export_to_jmrui.txt

PointsInDataset: 2048
DatasetsInFile: 1
SamplingInterval: 0.250000
ZeroOrderPhase: 0E0
BeginTime: 0E0
TransmitterFrequency: 1.2326E8
MagneticField: 2.8936E0
TypeOfNucleus:  
NameOfPatient:  
DateOfExperiment:  
Spectrometer:  
AdditionalInfo: 
SignalNames:  


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
2.2267E-06	-3.6614E-07	-1.2715E-07	-6.6579E-07
8.8660E-07	-1.5167E-07	-2.5714E-07	8.6198E-07
3.5815E-07	-3.2510E-07	1.3032E-06	1.6603E-07
2.4846E-07	-3.8312E-07	1.4500E-07	1.5761E-07
-1.7025E-07	-4.3466E-07	1.0517E-06	2.3821E-07
-3.3050E-07	-3.3206E-07	-2.7025E-08	6.0995E-07
-5.2844E-07	-4.3983E-08	2.0486E-06	1.2271E-06
-3.4924E-07	5.5420E-08	1.4756E-06	-7.4705E-07
-2.1753E-07	1.0073E-07	7.3311E-07	-1.6344E-07
2.4125E-08	-1.3144E-08	2.7603E-07	2.1919E-07
8.5930E-08	-1.4589E-07	1.2319E-06	1.1605E-06
1.0547E-07	-1.6873E-07	1.6881E-06	1.0383E-07
-5.4439E-08	-1.9559E-07	1.2989E-06	9.0478E-08
-2.4948E-07	-2.0494E-07	1.1325E-06	-6.5600E-08
-3.3029E-07	-1.1912E-07	8.6941E-07	4.3924E-07
-3.2997E-07	1.2825E-08	1.5403E-06	7.5178E-07
-2.9341E-07	5.9593E-08	1.8239E-06	1.4264E-07
-1.1377E-07	3.0866E-08	1.6774E-06	1.9432E-07
-1.3989E-07	2.2344E-08	1.9984E-06	-4.6170E-07
-9.5725E-09	-7.9202E-08	8.3350E-07	-5.6281E-07
-1.5244E-07	-1.2733E-07	1.1071E-06	4.6138E-07
-1.8522E-07	-5.0346E-08	1.8386E-06	4.2959E-08
-2.6820E-07	-5.4908E-08	1.1736E-06	-5.5338E-07
-2.6407E-07	3.1907E-08	1.1555E-06	5.8367E-07
-1.7546E-07	1.3245E-07	2.1472E-06	-6.3016E-07
-1.0142E-07	1.5137E-07	2.4173E-07	-4.1664E-07
2.4047E-08	6.5937E-08	1.5363E-06	6.5271E-07
7.2792E-08	-1.4232E-08	1.2766E-06	-3.4090E-07
-3.4157E-08	-2.9241E-08	1.2441E-06	-1.0134E-08
-9.3620E-08	-3.9167E-08	5.0417E-07	7.7496E-08
-2.1892E-07	-2.0924E-08	1.6970E-06	1.3220E-06
-1.9551E-07	9.5428E-08	2.1719E-06	-4.0540E-07
-2.0896E-07	1.8553E-07	1.3416E-06	7.4282E-08
-1.4802E-07	2.2060E-07	1.8987E-06	-4.9401E-07
-6.8466E-08	2.5843E-07	7.2044E-07	-5.1856E-07
3.2959E-08	2.3028E-07	1.0156E-06	1.9121E-07
5.5949E-08	1.1275E-07	7.5205E-07	8.0568E-08
9.2878E-08	4.7290E-08	1.0463E-06	1.0099E-06
-3.1917E-08	1.3672E-07	1.7938E-06	5.7399E-07
-1.6395E-08	1.6855E-07	1.8271E-06	5.2767E-07
3.2730E-08	2.0931E-07	1.9182E-06	-3.2608E-07
1.6673E-07	2.2233E-07	7.3211E-07	4.6694E-07
1.6503E-07	1.4077E-07	2.3928E-06	1.1032E-06
1.9710E-07	6.0484E-08	2.3080E-06	-2.0598E-07
1.6327E-07	7.1718E-09	2.1765E-06	-4.0466E-08
1.1203E-07	-2.8906E-08	2.0859E-06	-4.9389E-07
6.0375E-08	-3.5854E-08	2.0865E-06	-6.1782E-07
-2.9040E-09	2.1144E-09	1.3721E-06	-1.2345E-06
-4.5574E-08	6.3555E-08	7.0855E-07	-3.5807E-07
-1.9090E-08	1.1134E-07	1.1434E-06	-4.8069E-08
2.6954E-08	1.5213E-07	1.0822E-06	-3.7316E-08
1.4087E-07	7.0170E-08	1.2206E-06	3.0851E-07
1.1762E-07	2.5705E-08	1.7041E-06	1.4743E-07
9.0989E-08	-3.5070E-08	1.5472E-06	-3.4337E-07
-1.2916E-08	-6.5411E-08	8.9470E-07	-2.8284E-07
-3.8692E-08	1.5645E-08	1.0893E-06	7.0765E-07
-5.6462E-08	6.2183E-08	1.9276E-06	-1.3528E-07
-5.0369E-08	7.0107E-08	5.2010E-07	4.1918E-08
