jMRUI Data Textfile

Filename: Export_to_jmrui.txt

PointsInDataset: 2048
DatasetsInFile: 1
SamplingInterval: 0.250000
ZeroOrderPhase: 0E0
BeginTime: 0E0
TransmitterFrequency: 1.2326E8
MagneticField: 2.8936E0
TypeOfNucleus:  
NameOfPatient:  
DateOfExperiment:  
Spectrometer:  
AdditionalInfo: 
SignalNames:  


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
1.2949E-06	7.4393E-07	-2.2629E-07	-2.6378E-07
9.7815E-07	2.5347E-07	-6.3547E-07	7.5129E-07
6.5838E-07	-1.2638E-07	7.1607E-07	7.4936E-07
5.5281E-07	-3.9091E-07	-1.2840E-06	-5.8391E-07
8.6277E-08	-5.2155E-07	8.1012E-07	-3.8045E-07
-1.5067E-07	-4.2118E-07	-3.6437E-07	1.3335E-06
-3.4058E-07	-2.5710E-07	-5.3194E-07	2.5520E-07
-2.3375E-07	4.3442E-08	7.4384E-07	1.2398E-06
-2.2965E-08	7.8438E-08	-4.3515E-07	-4.8174E-07
1.9856E-07	5.8286E-08	2.3748E-07	8.1322E-07
3.0437E-07	-9.7870E-08	-1.2532E-06	1.9532E-07
2.4980E-07	-1.9822E-07	-1.6298E-06	6.1784E-07
1.3442E-07	-3.5142E-07	2.7556E-07	3.3807E-07
-4.6975E-08	-3.6567E-07	1.9012E-06	1.9352E-06
-2.0774E-07	-2.2912E-07	1.9856E-06	-3.3399E-07
-1.8917E-07	-8.1545E-08	6.8542E-07	1.0288E-06
-9.7422E-08	1.9140E-08	4.3787E-07	3.9975E-07
3.7052E-08	5.8441E-08	6.1080E-07	8.8615E-07
9.7154E-08	-5.8734E-10	-4.3897E-07	6.9632E-07
6.9670E-08	-1.8793E-07	8.3215E-08	-6.2235E-07
-6.1481E-08	-2.3698E-07	1.4510E-06	1.4723E-06
-1.5493E-07	-2.0972E-07	2.5062E-06	-8.8724E-07
-2.5022E-07	-1.3323E-07	2.0574E-07	-1.7544E-07
-2.1566E-07	1.4376E-08	1.3792E-07	-1.8944E-07
-1.4280E-07	9.7197E-08	3.4848E-07	2.9129E-07
1.6697E-08	7.8046E-08	-2.0224E-07	5.0395E-07
6.5439E-08	4.8896E-08	1.2531E-06	1.5160E-07
7.4918E-08	-9.0790E-08	3.5089E-07	5.1230E-08
-3.2205E-08	-1.0327E-07	-5.3520E-07	-9.1690E-07
-1.0626E-07	-7.1233E-08	2.7946E-07	7.4926E-07
-1.9023E-07	-5.0421E-08	-1.1375E-06	1.3217E-06
-1.2117E-07	3.1684E-08	4.9387E-07	1.7302E-06
-1.1679E-07	1.3371E-07	8.3646E-07	-2.7160E-07
-1.2638E-07	1.4630E-07	1.2370E-06	5.4631E-07
-2.3458E-08	1.2369E-07	5.3838E-07	3.0222E-08
7.2679E-08	6.7616E-08	1.2591E-07	6.8944E-07
7.0638E-08	4.8434E-08	1.3334E-06	1.9623E-07
6.7119E-08	3.2668E-08	2.6973E-07	2.5706E-06
8.2378E-08	3.8110E-08	-5.8924E-07	5.2023E-07
6.2694E-08	3.7206E-08	-2.6277E-08	-9.0153E-07
6.7828E-08	7.8280E-08	9.2532E-08	-1.1315E-06
6.6391E-08	1.0119E-07	-4.0895E-08	-8.7679E-07
1.3522E-07	4.3032E-08	1.9412E-07	1.7133E-06
1.4484E-07	-2.1004E-08	8.3863E-07	1.1138E-06
1.1922E-07	-6.9739E-08	1.7736E-06	6.2164E-08
9.4897E-08	-1.2821E-07	7.2454E-07	1.3971E-06
1.6691E-08	-1.3346E-07	-2.4207E-07	2.0529E-06
5.8156E-09	-8.1500E-08	1.1943E-06	2.3329E-06
-4.9518E-08	1.3165E-08	1.2722E-06	-1.3638E-06
-2.6154E-08	1.1486E-08	4.1185E-09	-6.1634E-07
-1.8791E-09	2.5503E-08	-1.0838E-06	1.8872E-06
1.3838E-08	-1.8173E-08	-3.0135E-07	1.1059E-06
