jMRUI Data Textfile

Filename: Export_to_jmrui.txt

PointsInDataset: 2048
DatasetsInFile: 1
SamplingInterval: 0.250000
ZeroOrderPhase: 0E0
BeginTime: 0E0
TransmitterFrequency: 1.2326E8
MagneticField: 2.8936E0
TypeOfNucleus:  
NameOfPatient:  
DateOfExperiment:  
Spectrometer:  
AdditionalInfo: 
SignalNames:  


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
2.5861E-06	7.1457E-08	-5.6762E-07	1.7779E-06
2.3033E-06	-4.7323E-07	1.7101E-06	7.8927E-07
1.4671E-06	-1.0989E-06	-1.8100E-08	1.4199E-07
8.0448E-07	-1.3872E-06	1.3345E-06	8.7149E-07
-2.1113E-07	-1.3029E-06	2.0778E-07	-5.4586E-07
-6.8690E-07	-8.9796E-07	7.3689E-08	9.8080E-07
-9.4354E-07	-3.3413E-07	2.2847E-07	9.6797E-07
-6.4554E-07	1.0992E-07	1.7969E-06	1.8615E-06
-3.1632E-07	2.5067E-07	2.1152E-06	-9.8885E-07
1.0807E-07	1.3460E-07	-2.0872E-07	-2.6162E-07
2.9710E-07	-9.6724E-08	6.2435E-07	6.0858E-07
2.9508E-07	-3.3516E-07	5.3667E-07	2.1948E-07
1.4612E-07	-4.6541E-07	1.5559E-07	7.4356E-07
-8.0711E-08	-4.4320E-07	1.0663E-06	1.3234E-06
-2.9613E-07	-3.0618E-07	1.3041E-06	5.1811E-07
-3.2454E-07	-1.5702E-07	1.6744E-06	9.0942E-07
-2.9941E-07	-8.1540E-08	2.1622E-06	-1.0770E-06
-1.8115E-07	-7.4081E-08	-6.3406E-07	-1.0780E-06
-1.5991E-07	-1.0905E-07	-1.7052E-07	1.3438E-06
-1.9339E-07	-1.3386E-07	1.3070E-06	7.5705E-07
-2.8579E-07	-1.7973E-07	9.3364E-07	8.8153E-08
-3.6705E-07	-2.9266E-08	5.7516E-07	-1.2444E-07
-3.9394E-07	1.4366E-07	-3.6535E-07	4.1836E-07
-3.6381E-07	2.2142E-07	4.2394E-07	1.5917E-06
-2.3835E-07	2.6350E-07	1.0670E-06	9.2907E-07
-1.0354E-08	2.1860E-07	6.4072E-07	1.0654E-06
4.2320E-08	6.5932E-08	1.2606E-06	1.7124E-06
8.2156E-08	-4.4426E-08	2.3138E-06	9.8213E-07
-2.1607E-09	-1.0389E-07	1.9328E-06	1.5611E-07
-1.8568E-07	-7.2576E-08	1.7895E-06	-3.6087E-07
-3.0010E-07	5.1143E-08	5.0732E-07	-2.6255E-07
-2.6516E-07	2.7186E-07	1.2925E-06	6.5124E-07
-2.2626E-07	4.2345E-07	1.0116E-06	-3.7319E-07
-4.3761E-08	4.1971E-07	5.1532E-07	5.2069E-07
1.2190E-07	3.6648E-07	1.2083E-06	8.8480E-07
2.8241E-07	2.1770E-07	2.1962E-06	-6.9941E-08
2.6180E-07	3.9287E-08	3.4487E-07	-1.0805E-06
1.7787E-07	-4.6934E-08	4.0659E-07	5.8085E-07
7.3390E-08	-7.6448E-08	2.6378E-07	1.1613E-07
4.7655E-08	4.0129E-08	1.1545E-06	1.4154E-06
3.2772E-08	6.9377E-08	1.3517E-06	-6.7161E-07
1.3268E-07	7.5600E-08	2.6875E-07	5.0444E-07
1.6340E-07	4.8454E-08	5.2731E-07	-2.6834E-07
