jMRUI Data Textfile

Filename: Export_to_jmrui.txt

PointsInDataset: 2048
DatasetsInFile: 1
SamplingInterval: 0.250000
ZeroOrderPhase: 0E0
BeginTime: 0E0
TransmitterFrequency: 1.2326E8
MagneticField: 2.8936E0
TypeOfNucleus:  
NameOfPatient:  
DateOfExperiment:  
Spectrometer:  
AdditionalInfo: 
SignalNames:  


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
9.1903E-07	-2.5596E-07	-4.2621E-07	-4.1935E-07
1.0392E-06	-7.3365E-07	-3.3207E-07	8.8754E-07
4.5089E-07	-9.0057E-07	-1.0834E-07	5.2731E-07
5.9858E-08	-9.1200E-07	1.8540E-08	7.5626E-07
-3.4066E-07	-5.8237E-07	6.9559E-08	5.5040E-07
-5.4211E-07	-2.3536E-07	-8.2232E-08	4.9967E-07
-4.8977E-07	5.0627E-08	-1.7749E-07	1.2571E-06
-2.7647E-07	2.1460E-07	1.1484E-06	7.9629E-07
-6.6514E-08	2.3374E-07	1.0326E-08	2.9536E-07
2.0930E-07	5.0682E-08	1.3424E-06	1.0404E-06
2.4842E-07	-1.4940E-07	7.0202E-07	-1.2506E-06
1.5649E-07	-3.1612E-07	-9.3387E-07	3.2368E-07
-5.8722E-08	-3.3894E-07	3.9524E-07	8.6983E-07
-1.9377E-07	-2.7876E-07	4.6315E-07	1.3335E-07
-2.9459E-07	-1.3249E-07	-1.3388E-07	2.8324E-07
-2.2070E-07	-2.5041E-08	4.5361E-07	8.0705E-07
-1.4545E-07	6.2084E-08	4.2274E-07	4.5706E-08
-9.9240E-08	7.6875E-08	2.2947E-07	7.3322E-07
-8.2110E-08	1.6508E-08	1.0475E-06	1.1557E-07
-3.3548E-08	-7.2897E-08	3.8662E-08	-3.6016E-07
-1.4262E-07	-3.9783E-08	5.7089E-08	7.1303E-07
-1.7921E-07	2.3659E-09	1.1012E-06	6.5195E-08
-1.7312E-07	9.9954E-08	-1.3767E-07	-5.6496E-07
-1.2358E-07	1.7034E-07	1.1328E-07	6.7922E-07
-9.3375E-08	1.4907E-07	7.7847E-07	-2.1833E-07
-2.1721E-08	1.5017E-07	-6.9327E-08	-5.6863E-07
2.4295E-08	1.0847E-07	-6.8013E-07	1.4709E-07
3.7414E-08	1.0836E-09	4.0029E-07	6.1372E-07
2.0901E-11	-5.1954E-09	-3.1904E-07	-6.8720E-07
-7.3127E-08	5.7059E-08	-8.7284E-07	1.0575E-06
-8.0923E-08	1.0441E-07	1.8343E-07	4.8083E-07
-7.5176E-08	1.6317E-07	-6.5439E-07	1.3147E-06
-6.6412E-08	2.0196E-07	1.2387E-06	1.5757E-06
3.0529E-08	2.2395E-07	1.2700E-06	2.5876E-07
1.2380E-07	1.7093E-07	9.5377E-07	-2.5665E-07
1.7110E-07	5.9784E-08	2.1384E-07	-1.4485E-07
1.4698E-07	-6.1074E-09	6.7435E-07	-1.1843E-07
9.2041E-08	-3.8155E-08	-3.0687E-07	-6.2628E-07
6.3502E-08	1.3957E-08	-3.6208E-07	6.8220E-07
7.4218E-08	4.3781E-08	4.9557E-07	2.0940E-07
5.1303E-08	4.0513E-08	-1.3777E-07	-6.5262E-08
1.2638E-07	-1.2464E-08	-3.1748E-07	1.9448E-07
8.0306E-08	-1.5285E-08	-6.4717E-07	9.0313E-07
1.5154E-07	-1.3867E-07	7.1441E-07	1.3141E-06
5.2010E-08	-1.4134E-07	4.2445E-07	-4.9219E-08
-3.3412E-08	-1.7941E-07	-2.4502E-07	9.7778E-07
-3.5773E-08	-8.0310E-08	8.2101E-07	1.2717E-06
-1.1625E-07	-6.9332E-08	1.6948E-06	3.4868E-07
-5.8536E-08	1.6948E-08	2.2310E-07	-1.0157E-06
-1.0546E-08	5.0302E-08	-1.5982E-07	1.1172E-06
2.0257E-08	2.8848E-08	1.3353E-06	-2.7514E-07
8.0488E-08	-8.3915E-10	-4.2653E-07	-8.9536E-08
4.6388E-08	-6.6073E-08	4.4977E-07	8.3628E-08
4.5464E-08	-1.1450E-07	-8.7842E-07	3.0875E-07
-5.6400E-08	-5.4635E-08	4.0227E-07	1.3602E-06
-1.0375E-07	-3.0941E-08	3.9757E-07	8.3537E-07
-1.2488E-07	7.9131E-09	1.4683E-06	8.1510E-07
-9.8441E-08	1.0178E-07	5.2082E-07	-5.6638E-07
-2.9660E-08	8.9871E-08	1.8328E-07	5.5062E-07
1.1552E-08	2.2614E-08	3.3355E-07	2.6121E-07
8.0204E-08	-3.2038E-08	5.0496E-07	8.7458E-07
6.2761E-08	-6.2338E-08	8.7451E-07	3.8600E-07
-3.3096E-08	-6.5043E-08	1.0310E-06	4.4361E-07
-6.7783E-08	-8.7298E-08	8.2444E-07	-3.3303E-07
-9.9338E-08	-2.3667E-08	5.6902E-07	3.2722E-07
-6.2899E-08	2.0950E-08	8.8155E-07	-4.6683E-07
-1.3500E-07	5.5757E-08	6.9405E-09	3.0362E-07
-4.9845E-08	8.8404E-08	1.5966E-06	-7.9947E-09
-9.5784E-09	1.1686E-07	1.7429E-08	-1.5218E-06
-1.6483E-08	8.5919E-08	-7.9409E-07	3.1241E-07
4.0022E-09	4.1717E-08	3.6637E-07	3.7268E-07
-1.9878E-09	3.5867E-08	-4.8241E-08	3.1248E-08
7.8736E-09	4.5752E-08	1.5610E-08	5.5151E-07
6.5729E-08	1.8738E-08	3.0958E-07	5.6376E-07
3.7578E-08	3.2526E-08	6.5093E-07	5.8325E-07
5.8838E-08	2.1376E-08	7.5071E-07	2.0112E-08
1.7575E-08	2.7703E-08	3.4541E-07	6.0809E-08
8.7491E-09	-3.8783E-08	3.4101E-07	6.5696E-08
1.6846E-08	-4.9131E-09	1.7956E-07	5.4810E-07
-3.5642E-08	-2.4904E-08	1.2516E-06	4.4622E-07
-1.7369E-08	2.3984E-08	8.8103E-07	-8.5852E-07
-1.8058E-08	9.1244E-08	-3.2203E-07	-6.5372E-07
-4.7719E-09	1.0104E-07	-4.5247E-07	4.3713E-07
7.0537E-08	6.8732E-08	4.5325E-07	4.9351E-07
1.1219E-07	7.0728E-08	1.2947E-07	2.0247E-07
